118 [06/sep/2001:09:42:46 -0300] "bet	/home/joshua:
126 [07/sep/2001:08:07:34 -0300] "bet	strpad.bin
126 [07/sep/2001:08:07:37 -0300] "bet	strpad.com
126 [07/sep/2001:08:07:37 -0300] "bet	strpad.scm
126 [07/sep/2001:08:07:38 -0300] "bet	strtab.bci
126 [07/sep/2001:08:09:39 -0300] "bet	strtab.bin
126 [04/sep/2001:17:56:46 -0300] "bet	strtab.com
126 [04/sep/2001:17:58:16 -0300] "bet	strtab.ext
126 [06/sep/2001:21:50:56 -0300] "bet	strtab.scm
126 [06/sep/2001:21:51:51 -0300] "bet	struct.bci
126 [06/sep/2001:21:56:01 -0300] "bet	struct.bin
126 [06/sep/2001:21:56:01 -0300] "bet	struct.com
126 [06/sep/2001:21:56:02 -0300] "bet	struct.ext
126 [06/sep/2001:21:56:05 -0300] "bet	struct.scm
126 [06/sep/2001:21:56:21 -0300] "bet	syntax.bci
126 [06/sep/2001:21:56:21 -0300] "bet	syntax.bin
126 [06/sep/2001:21:56:23 -0300] "bet	syntax.com
126 [06/sep/2001:21:56:34 -0300] "bet	syntax.ext
126 [07/sep/2001:00:11:26 -0300] "bet	syntax.scm
126 [07/sep/2001:00:17:12 -0300] "bet	tagutl.bci
126 [07/sep/2001:00:23:07 -0300] "bet	tagutl.bin
126 [07/sep/2001:00:32:42 -0300] "bet	tagutl.com
126 [07/sep/2001:07:53:42 -0300] "bet	tagutl.scm
126 [07/sep/2001:07:54:18 -0300] "bet	techinfo.bci
126 [07/sep/2001:07:55:15 -0300] "bet	techinfo.bin
126 [07/sep/2001:07:56:20 -0300] "bet	techinfo.com
126 [07/sep/2001:08:01:03 -0300] "bet	techinfo.scm
126 [07/sep/2001:08:03:44 -0300] "bet	telnet.bci
126 [07/sep/2001:08:04:04 -0300] "bet	telnet.bin
126 [07/sep/2001:08:09:15 -0300] "bet	telnet.com
126 [07/sep/2001:08:09:29 -0300] "bet	telnet.scm
126 [14/aug/2001:20:43:29 -0300] "bet	termcap.bci
126 [14/aug/2001:20:46:10 -0300] "bet	termcap.bin
126 [14/aug/2001:20:46:14 -0300] "bet	termcap.com
126 [21/aug/2001:10:48:53 -0300] "bet	termcap.ext
126 [21/aug/2001:10:48:53 -0300] "bet	termcap.scm
126 [23/aug/2001:13:48:42 -0300] "bet	texcom.bci
126 [23/aug/2001:13:48:42 -0300] "bet	texcom.bin
126 [23/aug/2001:13:49:02 -0300] "bet	texcom.com
126 [23/aug/2001:13:52:39 -0300] "bet	texcom.scm
126 [23/aug/2001:13:52:39 -0300] "bet	things.bci
126 [23/aug/2001:13:52:41 -0300] "bet	things.bin
126 [23/aug/2001:13:52:44 -0300] "bet	things.com
126 [23/aug/2001:13:52:57 -0300] "bet	things.scm
126 [23/aug/2001:13:52:57 -0300] "bet	tparse.bci
126 [23/aug/2001:13:53:03 -0300] "bet	tparse.bin
126 [23/aug/2001:13:56:45 -0300] "bet	tparse.com
126 [29/aug/2001:08:02:06 -0300] "bet	tparse.ext
142 [08/sep/2001:14:14:03 -0300] "bet	tparse.scm
142 [08/sep/2001:14:14:03 -0300] "bet	tterm.bci
142 [08/sep/2001:14:19:11 -0300] "bet	tterm.bin
142 [08/sep/2001:14:19:11 -0300] "bet	tterm.com
142 [08/sep/2001:14:19:14 -0300] "bet	tterm.ext
142 [08/sep/2001:14:19:27 -0300] "bet	tterm.scm
142 [08/sep/2001:14:19:33 -0300] "bet	TUTORIAL
157 [06/sep/2001:19:15:57 -0300] "bet	tximod.bci
157 [06/sep/2001:19:16:10 -0300] "bet	tximod.bin
157 [06/sep/2001:19:16:10 -0300] "bet	tximod.com
157 [06/sep/2001:19:24:51 -0300] "bet	tximod.scm
157 [06/sep/2001:19:25:26 -0300] "bet	txtprp.bci
157 [06/sep/2001:19:25:37 -0300] "bet	txtprp.bin
157 [06/sep/2001:19:38:35 -0300] "bet	txtprp.com
157 [06/sep/2001:19:38:46 -0300] "bet	txtprp.ext
157 [06/sep/2001:19:39:31 -0300] "bet	txtprp.scm
157 [06/sep/2001:19:39:31 -0300] "bet	undo.bci
157 [06/sep/2001:19:39:32 -0300] "bet	undo.bin
157 [06/sep/2001:19:39:34 -0300] "bet	undo.com
157 [06/sep/2001:19:40:16 -0300] "bet	undo.scm
157 [06/sep/2001:19:40:19 -0300] "bet	unix.bci
157 [06/sep/2001:19:40:57 -0300] "bet	unix.bin
46 [07/sep/2001:21:11:57 -0300] "bet	unix.com
46 [07/sep/2001:20:57:17 -0300] "bet	unix.scm
46 [07/sep/2001:20:58:46 -0300] "bet	utils.bci
46 [07/sep/2001:21:00:37 -0300] "bet	utils.bin
46 [07/sep/2001:21:00:52 -0300] "bet	utils.com
46 [07/sep/2001:21:03:15 -0300] "bet	utils.ext
46 [07/sep/2001:21:03:15 -0300] "bet	utils.scm
46 [07/sep/2001:21:03:33 -0300] "bet	utlwin.bci
46 [07/sep/2001:21:03:33 -0300] "bet	utlwin.bin
46 [07/sep/2001:21:11:25 -0300] "bet	utlwin.com
46 [07/sep/2001:21:11:57 -0300] "bet	utlwin.scm
46 [07/sep/2001:21:14:47 -0300] "bet	vc.bci
46 [07/sep/2001:21:14:47 -0300] "bet	vc.bin
46 [07/sep/2001:21:14:53 -0300] "bet	vc-bzr.bci
46 [07/sep/2001:21:15:16 -0300] "bet	vc-bzr.bin
46 [07/sep/2001:21:16:31 -0300] "bet	vc-bzr.com
46 [07/sep/2001:21:16:35 -0300] "bet	vc-bzr.ext
46 [07/sep/2001:21:16:35 -0300] "bet	vc-bzr.scm
46 [07/sep/2001:21:18:21 -0300] "bet	vc.com
71 [06/sep/2001:11:25:44 -0300] "bet	vc-cvs.bci
71 [09/sep/2001:15:05:50 -0300] "bet	vc-cvs.bin
71 [09/sep/2001:15:06:03 -0300] "bet	vc-cvs.com
29 [09/sep/2001:21:14:27 -0300] "bet	vc-cvs.scm
29 [09/sep/2001:21:21:11 -0300] "bet	vc-git.bci
29 [09/sep/2001:21:21:31 -0300] "bet	vc-git.bin
29 [09/sep/2001:21:21:31 -0300] "bet	vc-git.com
29 [09/sep/2001:21:21:44 -0300] "bet	vc-git.scm
128 [11/sep/2001:12:00:40 -0300] "bet	vc-rcs.bci
128 [11/sep/2001:12:00:40 -0300] "bet	vc-rcs.bin
204 [07/sep/2001:10:28:38 -0300] "bet	vc-rcs.com
204 [07/sep/2001:10:28:38 -0300] "bet	vc-rcs.scm
204 [07/sep/2001:10:29:24 -0300] "bet	vc.scm
204 [07/sep/2001:10:30:54 -0300] "bet	vc-svn.bci
204 [07/sep/2001:10:31:25 -0300] "bet	vc-svn.bin
204 [07/sep/2001:10:34:42 -0300] "bet	vc-svn.com
204 [07/sep/2001:10:41:21 -0300] "bet	vc-svn.ext
204 [07/sep/2001:10:41:21 -0300] "bet	vc-svn.scm
204 [07/sep/2001:10:41:23 -0300] "bet	verilog.bci
204 [07/sep/2001:10:41:29 -0300] "bet	verilog.bin
204 [07/sep/2001:10:41:31 -0300] "bet	verilog.com
204 [07/sep/2001:10:41:34 -0300] "bet	verilog.scm
204 [07/sep/2001:10:42:25 -0300] "bet	vhdl.bci
44 [06/sep/2001:20:02:05 -0300] "bet	vhdl.bin
44 [06/sep/2001:20:07:17 -0300] "bet	vhdl.com
48 [07/sep/2001:15:16:45 -0300] "bet	vhdl.scm
48 [07/sep/2001:15:16:45 -0300] "bet	webster.bci
92 [10/sep/2001:21:58:36 -0300] "bet	webster.bin
92 [10/sep/2001:21:59:25 -0300] "bet	webster.com
92 [10/sep/2001:21:59:29 -0300] "bet	webster.scm
92 [10/sep/2001:22:00:03 -0300] "bet	win32.bci
92 [10/sep/2001:22:01:51 -0300] "bet	win32.bin
135 [06/sep/2001:18:27:09 -0300] "bet	win32.com
135 [06/sep/2001:18:27:13 -0300] "bet	win32com.bci
21 [09/sep/2001:13:01:42 -0300] "bet	win32com.bin
21 [09/sep/2001:13:01:45 -0300] "bet	win32com.com
240 [07/sep/2001:16:16:35 -0300] "bet	win32com.scm
240 [07/sep/2001:16:16:54 -0300] "bet	win32.ext
240 [07/sep/2001:16:19:21 -0300] "bet	win32.scm
240 [07/sep/2001:16:19:29 -0300] "bet	wincom.bci
240 [07/sep/2001:16:41:02 -0300] "bet	wincom.bin
240 [07/sep/2001:16:41:02 -0300] "bet	wincom.com
240 [07/sep/2001:16:41:05 -0300] "bet	wincom.scm
240 [07/sep/2001:17:10:31 -0300] "bet	window.bci
240 [07/sep/2001:17:10:31 -0300] "bet	window.bin
240 [07/sep/2001:17:10:49 -0300] "bet	window.com
240 [07/sep/2001:17:10:49 -0300] "bet	window.ext
240 [07/sep/2001:17:10:51 -0300] "bet	window.scm
240 [07/sep/2001:19:25:35 -0300] "bet	winout.bci
240 [07/sep/2001:19:25:35 -0300] "bet	winout.bin
240 [07/sep/2001:19:34:22 -0300] "bet	winout.com
240 [07/sep/2001:19:34:22 -0300] "bet	winout.scm
240 [07/sep/2001:19:52:50 -0300] "bet	world-monitor.bci
240 [07/sep/2001:19:52:50 -0300] "bet	world-monitor.bin
240 [07/sep/2001:21:26:09 -0300] "bet	world-monitor.com
240 [07/sep/2001:21:26:09 -0300] "bet	world-monitor.scm
240 [07/sep/2001:21:27:13 -0300] "bet	xform.bci
240 [07/sep/2001:21:27:13 -0300] "bet	xform.bin
240 [07/sep/2001:21:27:17 -0300] "bet	xform.com
240 [07/sep/2001:21:27:30 -0300] "bet	xform.scm
240 [07/sep/2001:21:27:34 -0300] "bet	xterm.bci
240 [07/sep/2001:21:27:34 -0300] "bet	xterm.bin
240 [07/sep/2001:21:49:37 -0300] "bet	xterm.com
240 [08/sep/2001:00:36:35 -0300] "bet	xterm.scm
240 [08/sep/2001:00:36:35 -0300] "bet	
240 [08/sep/2001:00:47:08 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/edwin/autom4te.cache:
240 [08/sep/2001:00:47:11 -0300] "bet	output.0
240 [08/sep/2001:13:38:02 -0300] "bet	output.1
240 [08/sep/2001:13:38:02 -0300] "bet	requests
240 [08/sep/2001:14:06:18 -0300] "bet	traces.0
240 [08/sep/2001:14:06:18 -0300] "bet	traces.1
240 [08/sep/2001:14:06:43 -0300] "bet	
240 [08/sep/2001:14:06:43 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/etc:
112 [09/sep/2001:11:26:37 -0300] "bet	build-bands.sh
112 [09/sep/2001:11:31:26 -0300] "bet	build-boot-compiler.sh
112 [09/sep/2001:11:31:26 -0300] "bet	c-bundle.sh
17 [10/sep/2001:18:29:23 -0300] "bet	c-compile.sh
17 [10/sep/2001:18:30:17 -0300] "bet	check-gc-tables.scm
17 [10/sep/2001:18:30:56 -0300] "bet	Clean.sh
121 [10/sep/2001:17:51:24 -0300] "bet	compile-boot-compiler.sh
121 [10/sep/2001:17:51:27 -0300] "bet	compile.scm
121 [10/sep/2001:17:51:41 -0300] "bet	compile.sh
121 [10/sep/2001:17:51:41 -0300] "bet	c-prepare.sh
121 [10/sep/2001:17:51:55 -0300] "bet	create-makefiles.sh
121 [10/sep/2001:17:51:57 -0300] "bet	crossbin.scm
121 [10/sep/2001:17:52:13 -0300] "bet	find-folded.scm
121 [10/sep/2001:17:52:16 -0300] "bet	functions.sh
121 [10/sep/2001:17:52:17 -0300] "bet	install-bin-symlinks.sh
121 [10/sep/2001:17:52:40 -0300] "bet	iso8859-converter.scm
121 [10/sep/2001:17:52:43 -0300] "bet	iso8859-mapping
121 [10/sep/2001:17:52:46 -0300] "bet	macosx
121 [10/sep/2001:17:53:06 -0300] "bet	make-liarc-dist.sh
121 [10/sep/2001:17:53:11 -0300] "bet	make-liarc.sh
121 [10/sep/2001:17:53:23 -0300] "bet	make-native.sh
121 [10/sep/2001:17:53:25 -0300] "bet	maybe-update-file.sh
121 [10/sep/2001:17:53:30 -0300] "bet	mime.types
121 [10/sep/2001:17:53:31 -0300] "bet	native-prepare.sh
205 [10/sep/2001:16:01:44 -0300] "bet	optiondb.scm
205 [10/sep/2001:16:01:44 -0300] "bet	plugins.scm
205 [10/sep/2001:16:01:46 -0300] "bet	Setup.sh
205 [10/sep/2001:16:04:39 -0300] "bet	Stage.sh
201 [10/sep/2001:15:24:08 -0300] "bet	std-makefile-prefix
201 [10/sep/2001:15:24:32 -0300] "bet	std-makefile-suffix
201 [10/sep/2001:15:26:17 -0300] "bet	Tags.sh
201 [10/sep/2001:15:28:28 -0300] "bet	test-ucd-converter.scm
201 [10/sep/2001:15:29:09 -0300] "bet	TUTORIAL
201 [10/sep/2001:15:29:09 -0300] "bet	ucd-converter.scm
201 [10/sep/2001:15:29:11 -0300] "bet	ucd-raw-props
201 [10/sep/2001:15:29:18 -0300] "bet	ucd-segment-states
201 [10/sep/2001:15:30:56 -0300] "bet	usermap
201 [10/sep/2001:15:30:57 -0300] "bet	utilities.scm
201 [10/sep/2001:15:31:04 -0300] "bet	windows
201 [10/sep/2001:15:31:11 -0300] "bet	
201 [10/sep/2001:15:31:55 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/etc/iso8859-mapping:
201 [10/sep/2001:15:32:01 -0300] "bet	8859-10.txt
201 [10/sep/2001:15:32:12 -0300] "bet	8859-11.txt
201 [10/sep/2001:15:33:10 -0300] "bet	8859-13.txt
201 [10/sep/2001:15:33:10 -0300] "bet	8859-14.txt
201 [10/sep/2001:15:33:15 -0300] "bet	8859-15.txt
201 [10/sep/2001:15:33:32 -0300] "bet	8859-16.txt
201 [10/sep/2001:15:33:33 -0300] "bet	8859-1.txt
201 [10/sep/2001:15:33:51 -0300] "bet	8859-2.txt
201 [10/sep/2001:15:33:52 -0300] "bet	8859-3.txt
201 [10/sep/2001:15:34:07 -0300] "bet	8859-4.txt
45 [10/sep/2001:16:16:30 -0300] "bet	8859-5.txt
45 [10/sep/2001:16:16:33 -0300] "bet	8859-6.txt
45 [10/sep/2001:16:16:38 -0300] "bet	8859-7.txt
45 [10/sep/2001:16:16:42 -0300] "bet	8859-8.txt
45 [10/sep/2001:16:16:50 -0300] "bet	8859-9.txt
45 [10/sep/2001:16:16:55 -0300] "bet	README.txt
45 [10/sep/2001:16:16:56 -0300] "bet	
45 [10/sep/2001:16:16:59 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/etc/macosx:
45 [10/sep/2001:16:18:05 -0300] "bet	edwin.icns
45 [10/sep/2001:16:18:06 -0300] "bet	make-app.sh
45 [10/sep/2001:16:18:10 -0300] "bet	mit-scheme.sh
45 [10/sep/2001:16:19:48 -0300] "bet	schlogo.icns
45 [10/sep/2001:16:21:11 -0300] "bet	
45 [10/sep/2001:16:21:12 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/etc/ucd-raw-props:
45 [10/sep/2001:16:22:44 -0300] "bet	names.scm
45 [10/sep/2001:16:22:44 -0300] "bet	prop-age.scm
45 [10/sep/2001:16:22:58 -0300] "bet	prop-AHex.scm
45 [10/sep/2001:16:23:14 -0300] "bet	prop-Alpha.scm
45 [10/sep/2001:16:23:38 -0300] "bet	prop-bc.scm
45 [10/sep/2001:16:23:38 -0300] "bet	prop-Bidi_C.scm
45 [10/sep/2001:16:23:41 -0300] "bet	prop-Bidi_M.scm
45 [10/sep/2001:16:23:43 -0300] "bet	prop-blk.scm
121 [06/sep/2001:16:08:17 -0300] "bet	prop-bmg.scm
121 [06/sep/2001:16:08:17 -0300] "bet	prop-bpb.scm
121 [06/sep/2001:16:10:09 -0300] "bet	prop-bpt.scm
121 [06/sep/2001:17:15:21 -0300] "bet	prop-canonical-cm.scm
121 [06/sep/2001:17:15:22 -0300] "bet	prop-canonical-dm.scm
121 [06/sep/2001:17:15:28 -0300] "bet	prop-Cased.scm
48 [06/sep/2001:17:52:03 -0300] "bet	prop-ccc.scm
48 [06/sep/2001:17:52:03 -0300] "bet	prop-CE.scm
48 [06/sep/2001:17:52:09 -0300] "bet	prop-cf.scm
48 [06/sep/2001:17:53:40 -0300] "bet	prop-CI.scm
48 [06/sep/2001:17:53:57 -0300] "bet	prop-Comp_Ex.scm
48 [06/sep/2001:17:55:05 -0300] "bet	prop-CWCF.scm
48 [06/sep/2001:17:55:05 -0300] "bet	prop-CWCM.scm
48 [06/sep/2001:17:55:10 -0300] "bet	prop-CWKCF.scm
48 [06/sep/2001:17:55:10 -0300] "bet	prop-CWL.scm
48 [06/sep/2001:17:56:05 -0300] "bet	prop-CWT.scm
48 [06/sep/2001:17:56:05 -0300] "bet	prop-CWU.scm
48 [06/sep/2001:17:56:06 -0300] "bet	prop-Dash.scm
48 [06/sep/2001:17:56:09 -0300] "bet	prop-Dep.scm
48 [06/sep/2001:17:56:10 -0300] "bet	prop-Dia.scm
48 [06/sep/2001:17:56:11 -0300] "bet	prop-DI.scm
48 [06/sep/2001:17:56:18 -0300] "bet	prop-dm.scm
48 [06/sep/2001:17:56:18 -0300] "bet	prop-dt.scm
48 [06/sep/2001:17:56:22 -0300] "bet	prop-ea.scm
48 [06/sep/2001:17:56:25 -0300] "bet	prop-Ext.scm
103 [09/aug/2001:08:35:38 -0300] "bet	prop-FC_NFKC.scm
36 [06/sep/2001:11:55:02 -0300] "bet	prop-GCB.scm
36 [06/sep/2001:11:55:45 -0300] "bet	prop-gc.scm
36 [06/sep/2001:11:55:57 -0300] "bet	prop-Gr_Base.scm
36 [06/sep/2001:11:56:23 -0300] "bet	prop-Gr_Ext.scm
36 [06/sep/2001:11:56:33 -0300] "bet	prop-Gr_Link.scm
41 [13/aug/2001:15:50:13 -0300] "bet	prop-Hex.scm
244 [09/sep/2001:20:42:38 -0300] "bet	prop-hst.scm
244 [09/sep/2001:20:47:50 -0300] "bet	prop-Hyphen.scm
244 [09/sep/2001:20:47:50 -0300] "bet	prop-IDC.scm
244 [09/sep/2001:20:47:57 -0300] "bet	prop-Ideo.scm
22 [10/sep/2001:21:04:19 -0300] "bet	prop-IDSB.scm
22 [10/sep/2001:21:05:06 -0300] "bet	prop-IDS.scm
22 [10/sep/2001:21:05:07 -0300] "bet	prop-IDST.scm
22 [10/sep/2001:21:05:11 -0300] "bet	prop-InMC.scm
22 [10/sep/2001:21:05:13 -0300] "bet	prop-InPC.scm
22 [10/sep/2001:21:06:29 -0300] "bet	prop-InSC.scm
22 [10/sep/2001:21:06:29 -0300] "bet	prop-isc.scm
22 [10/sep/2001:21:06:39 -0300] "bet	prop-jg.scm
22 [10/sep/2001:21:06:39 -0300] "bet	prop-Join_C.scm
22 [10/sep/2001:21:06:42 -0300] "bet	prop-JSN.scm
22 [10/sep/2001:21:06:57 -0300] "bet	prop-jt.scm
22 [10/sep/2001:21:07:40 -0300] "bet	prop-lb.scm
22 [10/sep/2001:21:07:51 -0300] "bet	prop-lc.scm
71 [06/sep/2001:18:25:39 -0300] "bet	prop-LOE.scm
71 [06/sep/2001:18:25:46 -0300] "bet	prop-Lower.scm
71 [06/sep/2001:18:26:40 -0300] "bet	prop-Math.scm
71 [08/sep/2001:15:09:13 -0300] "bet	prop-na1.scm
71 [08/sep/2001:15:09:26 -0300] "bet	prop-na.scm
71 [08/sep/2001:15:09:38 -0300] "bet	prop-NChar.scm
71 [08/sep/2001:15:09:45 -0300] "bet	prop-NFC_QC.scm
71 [08/sep/2001:15:09:58 -0300] "bet	prop-NFD_QC.scm
71 [09/sep/2001:12:13:46 -0300] "bet	prop-NFKC_CF.scm
71 [09/sep/2001:21:26:20 -0300] "bet	prop-NFKC_QC.scm
71 [06/sep/2001:18:10:06 -0300] "bet	prop-NFKD_QC.scm
71 [06/sep/2001:18:11:14 -0300] "bet	prop-nt.scm
71 [06/sep/2001:18:13:38 -0300] "bet	prop-nv.scm
71 [06/sep/2001:18:25:33 -0300] "bet	prop-OAlpha.scm
71 [06/sep/2001:18:37:19 -0300] "bet	prop-ODI.scm
71 [06/sep/2001:18:37:39 -0300] "bet	prop-OGr_Ext.scm
71 [06/sep/2001:19:48:35 -0300] "bet	prop-OIDC.scm
71 [06/sep/2001:19:52:07 -0300] "bet	prop-OIDS.scm
71 [06/sep/2001:19:52:07 -0300] "bet	prop-OLower.scm
71 [06/sep/2001:19:52:09 -0300] "bet	prop-OMath.scm
71 [06/sep/2001:19:52:14 -0300] "bet	prop-OUpper.scm
71 [06/sep/2001:19:55:00 -0300] "bet	prop-Pat_Syn.scm
71 [06/sep/2001:19:55:00 -0300] "bet	prop-Pat_WS.scm
71 [06/sep/2001:19:55:02 -0300] "bet	prop-PCM.scm
71 [06/sep/2001:19:55:14 -0300] "bet	prop-QMark.scm
71 [06/sep/2001:19:55:28 -0300] "bet	prop-Radical.scm
71 [06/sep/2001:19:55:30 -0300] "bet	prop-SB.scm
71 [06/sep/2001:19:55:32 -0300] "bet	prop-scf.scm
71 [06/sep/2001:19:55:35 -0300] "bet	prop-sc.scm
71 [06/sep/2001:19:58:58 -0300] "bet	prop-scx.scm
71 [06/sep/2001:19:59:07 -0300] "bet	prop-SD.scm
71 [06/sep/2001:19:59:10 -0300] "bet	prop-slc.scm
71 [06/sep/2001:19:59:17 -0300] "bet	prop-stc.scm
71 [06/sep/2001:20:03:48 -0300] "bet	prop-STerm.scm
71 [06/sep/2001:20:03:50 -0300] "bet	prop-suc.scm
71 [06/sep/2001:20:03:51 -0300] "bet	prop-tc.scm
71 [06/sep/2001:20:04:14 -0300] "bet	prop-Term.scm
71 [06/sep/2001:20:04:29 -0300] "bet	prop-uc.scm
71 [08/sep/2001:14:58:50 -0300] "bet	prop-UIdeo.scm
71 [08/sep/2001:14:58:53 -0300] "bet	prop-Upper.scm
71 [08/sep/2001:15:09:03 -0300] "bet	prop-VS.scm
71 [08/sep/2001:15:14:31 -0300] "bet	prop-WB.scm
71 [09/sep/2001:21:26:12 -0300] "bet	prop-WSpace.scm
71 [09/sep/2001:21:26:12 -0300] "bet	prop-XIDC.scm
71 [09/sep/2001:21:26:19 -0300] "bet	prop-XIDS.scm
71 [09/sep/2001:21:26:34 -0300] "bet	prop-XO_NFC.scm
71 [09/sep/2001:21:26:34 -0300] "bet	prop-XO_NFD.scm
71 [09/sep/2001:21:26:36 -0300] "bet	prop-XO_NFKC.scm
71 [09/sep/2001:21:26:39 -0300] "bet	prop-XO_NFKD.scm
71 [09/sep/2001:21:27:19 -0300] "bet	ucd.all.grouped.xml
71 [09/sep/2001:21:28:00 -0300] "bet	version.scm
71 [09/sep/2001:21:28:04 -0300] "bet	
71 [09/sep/2001:21:28:06 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/etc/windows:
71 [09/sep/2001:21:28:31 -0300] "bet	build-6001.bat
214 [06/sep/2001:16:17:50 -0300] "bet	build-6001.scm
214 [06/sep/2001:16:17:53 -0300] "bet	build-all.bat
214 [06/sep/2001:16:18:15 -0300] "bet	build-all.scm
214 [06/sep/2001:16:21:45 -0300] "bet	build-band.bat
214 [06/sep/2001:16:21:57 -0300] "bet	build-band.scm
214 [06/sep/2001:16:21:58 -0300] "bet	build-compiler.bat
214 [06/sep/2001:16:22:01 -0300] "bet	build-compiler.scm
214 [06/sep/2001:16:22:01 -0300] "bet	build-edwin.bat
60 [04/sep/2001:21:47:53 -0300] "bet	build-edwin.scm
8 [03/sep/2001:17:34:17 -0300] "bet	build-runtime.scm
120 [07/aug/2001:18:28:33 -0300] "bet	compile-all.scm
58 [06/sep/2001:14:54:54 -0300] "bet	compile-prepare.bat
58 [06/sep/2001:14:58:02 -0300] "bet	install.bat
58 [06/sep/2001:14:58:08 -0300] "bet	make-lib.bat
78 [06/sep/2001:21:23:15 -0300] "bet	readme.txt
37 [06/sep/2001:22:09:14 -0300] "bet	
55 [06/sep/2001:18:45:22 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/ffi:
42 [07/sep/2001:17:20:26 -0300] "bet	build.bci
109 [10/sep/2001:00:42:58 -0300] "bet	build.bin
109 [10/sep/2001:00:42:59 -0300] "bet	build.com
109 [10/sep/2001:00:43:15 -0300] "bet	build.scm
109 [10/sep/2001:00:43:16 -0300] "bet	cdecls.bci
109 [10/sep/2001:00:43:19 -0300] "bet	cdecls.bin
109 [10/sep/2001:00:43:23 -0300] "bet	cdecls.com
109 [10/sep/2001:00:43:26 -0300] "bet	cdecls.ext
109 [10/sep/2001:00:43:30 -0300] "bet	cdecls.scm
109 [10/sep/2001:00:43:32 -0300] "bet	Clean.sh
109 [10/sep/2001:00:43:37 -0300] "bet	compile.scm
109 [10/sep/2001:00:43:42 -0300] "bet	ctypes.bci
102 [02/sep/2001:08:43:21 -0300] "bet	ctypes.bin
102 [02/sep/2001:08:43:22 -0300] "bet	ctypes.com
102 [02/sep/2001:08:45:26 -0300] "bet	ctypes.scm
102 [02/sep/2001:08:45:26 -0300] "bet	ed-ffi.scm
102 [02/sep/2001:08:56:35 -0300] "bet	ffi.pkg
102 [02/sep/2001:09:11:13 -0300] "bet	ffi-unx.crf
240 [27/aug/2001:00:10:05 -0300] "bet	ffi-unx.fre
240 [27/aug/2001:00:10:06 -0300] "bet	ffi-unx.pkd
27 [31/aug/2001:21:23:40 -0300] "bet	generator.bci
27 [31/aug/2001:21:23:41 -0300] "bet	generator.bin
167 [06/sep/2001:22:56:56 -0300] "bet	generator.com
167 [06/sep/2001:22:56:57 -0300] "bet	generator.scm
167 [06/sep/2001:22:57:09 -0300] "bet	Makefile
167 [06/sep/2001:22:57:10 -0300] "bet	Makefile-fragment
18 [05/sep/2001:23:54:34 -0300] "bet	Makefile.in
18 [05/sep/2001:23:54:34 -0300] "bet	make.scm
18 [05/sep/2001:23:56:09 -0300] "bet	Setup.sh
18 [06/sep/2001:00:11:18 -0300] "bet	Stage.sh
18 [06/sep/2001:00:11:19 -0300] "bet	syntax.bci
18 [06/sep/2001:00:11:23 -0300] "bet	syntax.bin
12 [21/aug/2001:22:50:37 -0300] "bet	syntax.com
12 [21/aug/2001:22:50:38 -0300] "bet	syntax.scm
12 [21/aug/2001:22:52:08 -0300] "bet	Tags.sh
12 [21/aug/2001:22:52:47 -0300] "bet	
12 [21/aug/2001:22:53:01 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/gdbm:
12 [21/aug/2001:22:53:01 -0300] "bet	aclocal.m4
12 [21/aug/2001:22:53:35 -0300] "bet	AUTHORS
12 [21/aug/2001:22:54:05 -0300] "bet	autogen.sh
12 [21/aug/2001:22:54:36 -0300] "bet	autom4te.cache
12 [21/aug/2001:22:55:14 -0300] "bet	ChangeLog
12 [21/aug/2001:22:55:29 -0300] "bet	compile
12 [21/aug/2001:22:56:23 -0300] "bet	compile.scm
12 [21/aug/2001:22:56:24 -0300] "bet	compile.sh
12 [21/aug/2001:22:57:23 -0300] "bet	config.guess
12 [21/aug/2001:22:58:23 -0300] "bet	config.sub
12 [21/aug/2001:22:58:23 -0300] "bet	configure
147 [28/aug/2001:23:23:39 -0300] "bet	configure.ac
147 [28/aug/2001:23:23:39 -0300] "bet	COPYING
147 [28/aug/2001:23:24:25 -0300] "bet	depcomp
147 [28/aug/2001:23:24:56 -0300] "bet	gdbm-adapter.c
147 [28/aug/2001:23:24:57 -0300] "bet	gdbm.cdecl
147 [28/aug/2001:23:25:00 -0300] "bet	gdbm-check.scm
147 [28/aug/2001:23:25:07 -0300] "bet	gdbm-check.sh
147 [28/aug/2001:23:25:14 -0300] "bet	gdbm.pkg
147 [28/aug/2001:23:25:17 -0300] "bet	gdbm.scm
48 [22/aug/2001:00:39:03 -0300] "bet	gdbm-shim.h
48 [22/aug/2001:00:39:03 -0300] "bet	INSTALL
48 [22/aug/2001:00:40:04 -0300] "bet	install-sh
48 [22/aug/2001:00:40:18 -0300] "bet	ltmain.sh
48 [22/aug/2001:00:42:30 -0300] "bet	m4
48 [22/aug/2001:00:43:59 -0300] "bet	Makefile.am
